sp,site,strata,SLA_LEAF,SLA_DISC,LIFETIME,Amass,Rmass,Amax,N_PCT,P_PCT,LT,LAMTUF,MDRBTUF,VEINTUF,LMA_LEAF,LMA,LL,Aarea,Aarea_DISC,Rarea,Rarea_DISC,sp_site_strata,Narea,Parea,LD,SampleID,Run,BagNo,%NPE,%WS,%AS,Lig,%Ash,%NDF,ADF,site2,cell_mass,cell_area,cell_vol,site_strata,LMAp,LMAs,LMAp_lo,LMAp_up,LMAs_lo,LMAs_up,Mu2,Mu2_lo,Mu2_up
CAS4,PNM,UNDER,527.4770174,640.6920992,129,201.7599591,13.92539326,3.825,2.712,0.2109,0.28,0.1869,1.7105,1.3536,18.958171958450905,15.60812129958602,4.241095890410959,3.8249999989478214,3.149093915032314,0.26400000001213325,0.2173492271465176,CAS4_DRY_UNDER,0.05141456235131886,0.00399827846603729,0.05574329035566436,NA,1,23,51.27,10.96,25.98,9.78,2.01,48.73,37.77,DRY,27.99,4.368713151754128,0.01560254697055045,DRY_UNDER,9.297936277134289,6.310185022451732,3.262682656162213,14.976310792627295,0.6318105069587254,12.345438643423808,2.2561479775,1.50003075,2.65898575
CAYG,PNSL,CAN,85.99670123,104.0807135,525,70.60329171,15.04942271,8.21,2.284,0.14497,0.24,0.7212000000000001,3.4757,5.8828000000000005,116.2835301467528,96.07927985620506,17.26027397260274,8.210000000019766,6.783513422974373,1.7499999993895117,1.445937696228418,CAYG_WET_CAN,0.2655915828551834,0.01685762336537475,0.4003303327341878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WET,NA,NA,NA,WET_CAN,37.16242936185291,58.916850494352154,14.565553972686782,76.01282681445109,20.066453041753974,81.51372588351828,2.2948210975,1.95869975,2.52239875
CECI,PNSL,CAN,81.72130224,123.4032786,231,119.108798,4.02068807,14.575,2.177,0.1177,0.28375,0.576275,4.3508249999999995,2.66885,122.36711513274584,81.03512413486233,7.594520547945206,14.574999998188966,9.651996231484242,0.4919999999745477,0.32581695686001005,CECI_WET_CAN,0.2663932096439877,0.01440260945112418,0.28558634056339144,NA,2,25,59.64,6.97,17.17,15.48,0.74,40.36,33.39,WET,17.91,14.513390732553844,0.05114851359490341,WET_CAN,51.55530291660339,29.47982121825894,24.728372573400986,76.12607709111545,4.909047043746881,56.30675156146134,2.02525860825,1.5087282499999999,2.3457500000000002
CECL,PNM,CAN,113.6589317,110.2346096,89,233.7111783,21.25422023,20.5625,2.728,0.19725,NA,NA,NA,NA,87.98252676168696,90.71561133373852,2.926027397260274,20.56249999928514,21.201252415012863,1.8700000001847632,1.9280895815863623,CECL_DRY_CAN,0.240016333005882,0.01735455340374275,NA,NA,2,26,56.61,17.84,11.6,10.92,3.03,43.39,25.54,DRY,14.62,13.262622376992567,NA,DRY_CAN,81.55822781178517,9.15738352195335,56.98699821040598,90.07495954337739,0.6406517903611331,33.72861312333254,1.4897765177125,0.66542245,2.1386825
CECP,PNM,CAN,137.9364469,146.3030198,114,248.9752867,11.78896833,18.05,2.984,0.16539,NA,NA,NA,NA,72.49715520981714,68.35128908255112,3.747945205479452,18.05000000329862,17.017781795642748,0.8546666667836287,0.8057911823088699,CECP_DRY_CAN,0.2163315111460943,0.01199030450015165,NA,NA,2,27,62.51,9.95,12.51,14.23,0.8,37.49,27.54,DRY,13.31,9.097556576887554,NA,DRY_CAN,58.16137238918427,10.189916693366847,36.672682883337174,67.42997693066073,0.9213121518903904,31.678606199213945,1.580857212125,0.867496075,2.124786
CES1,PNSL,CAN,112.2480727,136.8363064,309,171.458931,13.35752065,15.275,1.59,0.09786,0.21,1.978375,12.7547,5.811775,89.0883893100465,73.08001993833413,10.158904109589042,15.2749999956124,12.530222096085458,1.1899999998841853,0.97616787542871,CES1_WET_CAN,0.14165053900297395,0.00871818977788115,0.3480000949444483,NA,2,29,50.73,4.96,23.79,20.42,0.1,49.27,44.31,WET,23.89,17.458816763268025,0.0831372226822287,WET_CAN,51.33005808939315,21.749961848940984,30.104461004363973,68.53824834020804,4.54177159812609,42.97555893397016,1.926388960625,1.4591352499999999,2.2368327499999996
CES1,PNSL,UNDER,180.3529412,225.7777778,971,38.48571451,0.913487647,2.133911111,1.189,0.07503,NA,NA,NA,NA,55.4468362615203,44.29133857831778,31.923287671232877,2.133911110843586,1.7045838117908871,0.05064999999013045,0.04045959066038783,CES1_WET_UNDER,0.06592628831494764,0.00416017612470186,NA,NA,2,28,37.46,5.31,31.29,25.83,0.11,62.54,57.24,WET,31.410000000000004,13.911909447449617,NA,WET_UNDER,2.3115285077449284,41.979810070572846,0.6296059177529916,5.5545413380359685,38.73679724028181,43.66173266056479,3.0005821425,2.71450425,3.27499025
CHRC,PNM,CAN,73.0393627,81.35756601,152.5,82.89967666,3.794394892,11.35,1.702,0.10115,0.31,1.0472,4.1958,5.38985,136.91247609968536,122.91419827838578,5.013698630136986,11.349999999383892,10.18954729420131,0.5194999999637182,0.4663850061017822,CHRC_DRY_CAN,0.2330250343216645,0.01384869695748317,0.3964974138012445,NA,2,30,55.41,6.62,13.8,24.04,0.13,44.59,37.96,DRY,13.920000000000002,17.1096564003513,0.05519244000113322,DRY_CAN,52.70868174046546,70.20551653792032,19.474242872571406,104.81100183051063,18.10319644787515,103.43995540581437,2.337251753,1.88595125,2.60264875
CHRC,PNM,UNDER,177.7428065,213.9304232,365,139.4984793,6.48583501,7.848333333,1.894,0.13376,0.2,0.7403,3.7549,5.252,56.26106730794757,46.74416967170287,12,7.848333333253631,6.520740585343732,0.3649000000458528,0.3031749721701107,CHRC_DRY_UNDER,0.1065584614812527,0.00752548036311106,0.2337208483585143,NA,2,31,53.69,12.26,15.83,16.95,1.26,46.31,34.05,DRY,17.099999999999998,7.993253013861191,0.03996626506930594,DRY_UNDER,24.171462065919943,22.572707605782927,10.570106000706495,41.269550949965115,5.474618721737755,36.174063670996375,2.75264473125,2.30518375,3.0402962500000004
CLU?,PNSL,CAN,58.06658191,66.49771501,421,66.66043603,7.461555775,11.48,1.021,0.0661,0.41625,0.518875,5.061125,NA,172.21609523184006,150.38110705753107,13.841095890410958,11.479999999538462,10.024470167129133,1.284999999925086,1.1220770178160142,CLU?_WET_CAN,0.1758326332317087,0.01138348389482462,0.3612759328709455,NA,2,32,70.03,11.28,10.9,7.68,0.11,29.97,18.69,WET,11.010000000000002,16.55695988703417,0.0397764802090911,WET_CAN,57.951027129962135,92.43007992756893,25.628177595932705,112.60167358944564,37.77943346808543,124.75292946159837,2.45355955125,2.139799,2.71584075
COCP,PNSL,CAN,108.4053756,126.3764562,445,139.8429345,11.66441841,12.9,2.097,0.09513,0.155,0.6929,3.674975,4.8904250000000005,92.24634797538585,79.12866289092857,14.63013698630137,12.89999999778609,11.065584421728705,1.0759999995793563,0.922989832183631,COCP_WET_CAN,0.19344059170438407,0.00877539508289845,0.5105075025221198,NA,2,33,55.41,8.25,16.95,19.27,0.12,44.59,36.34,WET,17.070000000000004,13.50726275548151,0.08714363068052587,WET_CAN,45.94472940878366,33.18393348214491,24.293286837710838,69.55601355120132,9.57264933972725,54.83537605321773,2.091963215,1.73390625,2.343819
COMF,PNM,CAN,124.4205919,143.3056316,154,197.5176897,23.63991246,15.875,2.356,0.15729,NA,NA,NA,NA,80.37254804282924,69.78092827441961,5.063013698630137,15.875000004721889,13.782967737884768,1.899999999919628,1.6496150357848185,COMF_DRY_CAN,0.18935772318890567,0.01264179808165661,NA,NA,2,34,63.28,13.56,9.92,11.22,2.02,36.72,23.15,DRY,11.929999999999998,8.324864743138258,NA,DRY_CAN,57.28411437565585,12.496813898763762,36.473502064380845,68.31211649326417,1.4688117811554378,33.30742621003876,1.6786040958625,1.019859,2.13695475
CORA,PNM,CAN,105.7057487,118.2462252,175,222.510601,7.616099192,21.05,2.566,0.15607,0.243333,0.7111000000000001,2.076033333,3.1377666669999997,94.60223424915772,84.56929583237132,5.7534246575342465,21.049999998722875,18.81756484180774,0.720499999826405,0.6440881456569322,CORA_DRY_CAN,0.2427493330833387,0.01476457069926604,0.3475455274556732,NA,2,35,54.85,14.84,17.36,12.08,0.87,45.15,30.31,DRY,18.229999999999997,15.41698263024129,0.0633575496551692,DRY_CAN,68.09327286246429,16.476022969907035,40.755789386501284,82.81124605405164,1.7580497783196876,43.81350644587004,1.778482035875,1.1276165,2.2402222499999995
CORA,PNM,UNDER,303.0459105,402.8590957,243,181.2719621,7.318558738,5.981666667,2.752,0.1433,0.125,0.200833333,0.9584,1.071666667,32.99830043408554,24.82257470847021,7.989041095890411,5.981666665651968,4.49963682177823,0.24149999998102595,0.18166547103233244,CORA_DRY_UNDER,0.0908113227946034,0.00472865645220445,0.19858059766776168,NA,2,36,47.56,10.25,21.67,17.26,3.26,52.44,42.19,DRY,24.929999999999996,6.188267874821623,0.04950614299857298,DRY_UNDER,14.589585078530474,10.232989629939736,5.888664362605329,23.253629742981122,1.568944965489088,18.93391034586488,2.4547493025,1.8732544999999998,2.7830909999999998
CORB,PNSL,CAN,85.08030934,95.02157189,289,188.0274836,4.385464545,22.1,1.842,0.093055,0.27,1.1967249999999998,4.509399999999999,4.8573,117.53600894935346,105.23926094988532,9.501369863013698,22.09999999513401,19.787873412330686,0.5154500000081922,0.4615230476377251,CORB_WET_CAN,0.2165013284847091,0.01093731331278208,0.3897750405551309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WET,NA,NA,NA,WET_CAN,74.43496828475796,30.804292665127363,37.68891819792015,100.94029502167602,4.298965928209299,67.55034275196516,2.0273485695,1.4691379999999998,2.41681075
CORB,PNSL,UNDER,301.833216,257.8559899,318,90.44935374,19.4833341,2.996666667,2.31,0.1432,NA,NA,NA,NA,33.130879803500484,38.78133683796965,10.454794520547946,2.996666667064237,3.50774685416761,0.6455000002385423,0.7555897424588002,CORB_WET_UNDER,0.07653233234608613,0.00474434198786126,NA,NA,2,37,47.16,10.85,22.44,18.08,1.46,52.84,41.99,WET,23.910000000000004,9.272617637958543,NA,WET_UNDER,9.150056172982469,29.63128066498718,2.8841437823042795,23.12905646408643,15.652280373883219,35.89719305566537,2.86678757625,2.5515019999999997,3.12454925
