"sp","DE","GF","LL","LMA","Aarea","Rarea","LMAp","LMAs","gr"
"Cecropia longipes","D","T",2.88403150312661,147.910838816821,8.91250938133745,1.99526231496888,74.9323412038898,72.97849585352,"Deciduous"
"Conostephium pendulum","E","S",5.75439937337157,181.970085860998,7.94328234724282,1.77827941003892,93.4093103726327,88.5607701981962,"Evergreen"
"Correa reflexa","E","S",14.1253754462275,109.647819614319,5.75439937337157,1.8047157535978,52.9874165923956,56.6603470711472,"Evergreen"
"Corymbia gummifera","E","T",5.75439937337157,295.120922666639,10.471285480509,1.31825673855641,149.064550071384,146.056364580182,"Evergreen"
"Cryptocarya alba","E","T",27.5422870333817,204.173794466953,8.12830516164099,0.562341325190349,97.734918779293,106.438875242622,"Evergreen"
"Dasyphyllum diacanthoides","E","T",3.46736850452532,162.181009735893,7.58577575029184,1.07151930523761,77.0255182420575,85.155489456007,"Evergreen"
"Desmodium canadense","U","H",14.1253754462275,309.029543251359,8.12830516164099,1.73780082874938,155.653920749496,153.375619565231,"Unclassified"
"Dodonaea triquetra","E","S",3.01995172040202,346.736850452532,10.471285480509,0.977237220955811,168.035900268256,178.70093763836,"Evergreen"
"Dodonaea viscosa angustissima","E","S",27.5422870333817,239.883291901949,10.7151930523761,2.18776162394955,125.380642358212,114.502635065137,"Evergreen"
"Dodonaea viscosa cuneata","E","S",2.69153480392692,257.039578276886,3.54813389233576,1.17489755493953,119.66926667043,137.370307589924,"Evergreen"
"Dodonaea viscosa spatulata","E","S",23.9883291901949,57.5439937337157,12.8824955169313,1.28824955169313,28.9047887707609,28.6392049514353,"Evergreen"
"Drimys winteri","E","T",12.5892541179417,218.776162394955,17.7827941003892,3.71535229097173,117.247755776708,101.528040794334,"Evergreen"
"Echinacea purpurea","U","H",23.9883291901949,33.8844156139203,7.94328234724282,1.81970085860998,17.2235588879694,16.6608513919368,"Unclassified"
"Eleagnus angustifolia","U","T",26.0860792514197,60.2559586074358,6.76082975391982,0.954992586021436,28.7666016046469,31.4893566539152,"Unclassified"
"Embothrium coccineum","E","T",36.3078054770101,85.1138038202376,8.7096358995608,3.46736850452532,44.1508026329369,40.9630010951896,"Evergreen"
"Eremaea pauciflora","E","S",29.5120922666639,93.3254300796991,10.7151930523761,1.44543977074593,47.3977523624191,45.9276739961999,"Evergreen"
"Eremophila deserti","E","S",12.0226443461741,181.970085860998,10.2329299228075,0.446683592150963,87.95599845365,94.0140550531208,"Evergreen"
"Eremophila glabra","E","S",28.8403150312661,251.188643150958,4.36515832240166,0.776247116628692,110.813071792615,140.375571023366,"Evergreen"
"Eremophila mitchelli","E","S",1.41253754462275,93.3254300796991,12.0226443461741,0.707945784384138,46.4816043624115,46.8437884797611,"Evergreen"
"Eriostemon australasius","E","S",12.0226443461741,120.226443461741,10.2329299228075,0.707945784384138,58.874107503583,61.3523273878749,"Evergreen"
"Erythronium americanum","U","H",26.9153480392692,257.039578276886,19.9526231496888,2.51930253571984,137.892835523233,119.146741888909,"Unclassified"
"Eucalyptus dumosa","E","T",52.4807460249773,63.0957344480193,15.4881661891248,1,31.624118372667,31.4716152936575,"Evergreen"
"Eucalyptus haemostoma","E","T",32.2458173948273,177.827941003892,18.1970085860998,1.81970085860998,91.76268049861,86.0652349751031,"Evergreen"
"Eucalyptus intertexta","E","T",18.1970085860998,61.6758465277276,10.2329299228075,0.575439937337157,29.1176453813173,32.5582001179134,"Evergreen"
"Eucalyptus paniculata","E","T",18.1970085860998,77.6247116628692,18.8633010869314,3.05709260499561,40.9000041454817,36.7247041950748,"Evergreen"
"Eucalyptus socialis","E","T",17.3780082874938,89.1250938133745,10.2329299228075,1.38038426460288,44.9802112213258,44.144882473803,"Evergreen"
"Eucalyptus umbra","E","T",39.8107170553497,83.1763771102671,5.88843655355589,1.20226443461741,39.6510871515754,43.5252899570841,"Evergreen"
"Eucryphia cordifolia","E","T",29.5120922666639,257.039578276886,10.9647819614319,3.46736850452532,134.220978406746,122.818579510115,"Evergreen"
"Eupatorium rugesum","U","H",20.8929613085404,741.310241300918,13.1825673855641,0.741310241300917,359.922868639498,381.387302115446,"Unclassified"
"Eutaxia microphylla","E","S",2.50760701768545,67.6082975391982,30.1995172040202,0.776247116628692,34.4822953315611,33.1260022010724,"Evergreen"
"Galax aphylla","U","H",36.3078054770101,64.5654229034656,16.9824365246174,0.933254300796991,32.0845798125357,32.4808399521228,"Unclassified"
"Geijera parviflora","E","T",1.69941645950975,91.201083935591,4.46683592150963,2.51188643150958,45.5216539637582,45.6794281696196,"Evergreen"
"Gevuina avellana","E","T",9.54992586021436,114.815362149688,8.59273731128364,0.707945784384138,53.7797590839173,61.0356019715103,"Evergreen"
"Gompholobium grandiflorum","E","S",45.7088189614875,141.253754462275,7.41310241300917,1,66.8862573897844,74.3674915678986,"Evergreen"
"Grevillea buxifolia","E","S",10.9647819614319,83.1763771102671,17.7827941003892,1.34896288259165,42.5990581777142,40.5773138555919,"Evergreen"
"Grevillea speciosa","E","S",7.07945784384138,97.7237220955811,7.58577575029184,1.31778985136909,48.6079936202236,49.1157282891582,"Evergreen"
"Gutierrezia sarothrae","U","S",16.5958690743756,109.647819614319,13.4896288259165,1.31825673855641,55.4397964219654,54.20802306098,"Unclassified"
"Hakea dactyloides","E","S",3.01995172040202,288.403150312661,3.89045144994281,1.58489319246111,140.031460921698,148.371688915859,"Evergreen"
"Hakea tephrosperma","E","S",4.78630092322638,204.173794466953,7.76247116628692,0.776247116628692,94.3800886437125,109.7937057717,"Evergreen"
"Hakea teretifolia","E","S",18.6208713666287,123.026877081238,14.1253754462275,1.25892541179417,60.4131242483391,62.6137525790073,"Evergreen"
"Helianthus microcephalus","U","H",3.01995172040202,281.838293126445,13.1825673855641,1.86208713666287,144.221364204973,137.616915096469,"Unclassified"
"Hibbertia bracteata","E","S",11.7489755493953,199.526231496888,8.32645912340181,0.691830970918937,96.4398332540604,103.086397275901,"Evergreen"
"Hibbertia huegelii","E","S",13.4896288259165,676.082975391982,4.36515832240166,0.91201083935591,305.943394298623,370.139513977644,"Evergreen"
"Hibbertia subvaginata","E","S",28.1838293126445,162.181009735893,9.54992586021436,3.09029543251359,82.4099005065499,79.7710954548492,"Evergreen"
"Jacksonia floribunda","E","S",32.3593656929628,239.883291901949,9.54992586021436,0.741310241300917,115.185508744993,124.697771465099,"Evergreen"
"Juniperus monosperma","E","T",18.1970085860998,63.0957344480193,18.1970085860998,2.04173794466953,33.4619866531429,29.6337473502942,"Evergreen"
"Kalmia latifolia","E","T",45.7088189614875,147.910838816821,6.45654229034656,0.562341325190349,70.0305270135704,77.8803118032472,"Evergreen"
"Koeleria cristata","U","G",36.3078054770101,295.120922666639,13.4896288259165,0.831763771102671,146.626020719208,148.494900408465,"Unclassified"
"Lambertia formosa","E","S",11.7489755493953,77.6247116628692,14.1253754462275,1.73780082874938,40.2378091351134,37.3868970739044,"Evergreen"
"Larrea tridentata","E","S",18.6208713666287,331.013844723503,9.77237220955811,1.77827941003892,170.812974033182,160.200868606056,"Evergreen"
"Lasiopetalum ferrugineum","E","S",22.9849776094508,112.201845430196,12.8824955169313,2.69153480392692,59.5839968177715,52.6178482835075,"Evergreen"
"Laurelia philippiana","E","T",60.2559586074358,204.173794466953,5.49540873857625,1.41253754462275,98.7829671130415,105.390827030959,"Evergreen"
"Leptospermum polygalifolium","E","S",10,309.029543251359,7.58577575029184,1.51356124843621,156.82795591034,152.20158681144,"Evergreen"
"Leptospermum trinervium","E","S",14.1253754462275,275.422870333817,20.8929613085404,1.32264740752783,140.115525734567,135.307342692063,"Evergreen"
"Lespedeza capitata","U","H",6.02559586074358,91.201083935591,14.7910838816821,1,44.7831301327731,46.4179507198203,"Unclassified"
"Leucopogon conostephioides","E","S",8.51138038202377,158.489319246111,12.8372911252395,0.645654229034656,77.6652860985128,80.8240316545655,"Evergreen"
"Licania heteromorpha","E","T",24.5470891568503,128.824955169313,21.3796208950223,1.81970085860998,70.0122800281867,58.8126725361953,"Evergreen"
"Liriodendron tulipifera","D","T",2.51188643150958,85.1138038202376,6.45654229034656,1.77827941003892,43.4800863459095,41.6337150125474,"Deciduous"
"Lomatia hirsuta","E","T",28.8403150312661,102.329299228075,17.7827941003892,1.69824365246174,53.2706004199252,49.0586969321418,"Evergreen"
"Lomatia silaifolia","E","S",15.1356124843621,77.6247116628692,10,1.54881661891248,39.9924011614755,37.6323103640614,"Evergreen"
"Luehea seemannii","D","T",3.98107170553497,218.776162394955,8.12830516164099,1.51356124843621,109.571785382392,109.204375673288,"Deciduous"
"Luma apiculata","E","T",41.6869383470336,36.3078054770101,2.95120922666639,1.55539059854225,17.1585873826447,19.1492167163779,"Evergreen"
"Lupinus perennis","U","H",7.58577575029184,363.078054770101,6.91830970918936,1.99526231496888,183.412807931262,179.66521068333,"Unclassified"
"Lyginia barbata","E","G",20.6551703776178,38.0189396320561,16.5958690743756,1.99526231496888,20.2119508225805,17.8069888039172,"Evergreen"
"Lyonia lucida","E","S",4.46683592150963,128.961582670202,5.62341325190349,0.630957344480193,57.7855251887656,71.1760574241547,"Evergreen"
"Macrozamia riedlei","E","S",20.8929613085404,128.859107517529,4.07380277804113,1.34896288259165,61.4421001548724,67.4170035235191,"Evergreen"
"Manihot esculenta","U","S",20.8929613085404,34.6736850452532,8.7096358995608,1.02329299228075,16.5865437052676,18.0871411449163,"Unclassified"
"Melaleuca acerosa","E","S",1.54881661891248,56.2341325190349,6.16595001861482,0.977237220955811,27.3516466340843,28.8824852120539,"Evergreen"
"Melaleuca uncinata","E","S",26.9153480392692,158.489319246111,6.30957344480193,1.54881661891248,80.0896408700065,78.3996669845368,"Evergreen"
"Miconia dispar","U","T",1.97255345736346,70.7945784384138,13.1825673855641,0.861050814079229,35.2188773437291,35.5756955366871,"Unclassified"
"Myrceugenia planipes","E","T",5.37174167053699,81.2830516164099,12.0226443461741,0.501187233627272,41.0431233301364,40.2399280698136,"Evergreen"
"Nothofagus dombeyi","E","T",16.2181009735893,316.227766016838,19.4984459975805,0.708133465496963,159.686661362291,156.541095696888,"Evergreen"
"Nuytsia floribunda","E","T",2.45470891568503,169.824365246174,10.2329299228075,1.81970085860998,86.3947690765104,83.429587510158,"Evergreen"
"Ocotea costulata","E","T",1.99526231496888,128.824955169313,20.4173794466953,0.767819238012599,66.0186498152239,62.8063046053005,"Evergreen"
"Olearia decurrens","E","S",10.9647819614319,323.593656929628,8.7096358995608,2.63026799189538,164.636598505537,158.957043087416,"Evergreen"
"Olearia pimelioides","E","S",30.9029543251359,128.824955169313,8.91250938133745,1.94984459975805,64.9560753645321,63.8688630365876,"Evergreen"
"Patersonia occidentalis","E","H",19.4984459975805,213.796208950223,16.1185959039243,1.14815362149688,105.729519696057,108.066665249014,"Evergreen"
"Persea borbonia","E","S",12.0226443461741,79.4328234724281,5.75439937337157,1.20226443461741,38.1988845119462,41.2339372732002,"Evergreen"
"Persea lingue","E","T",7.58577575029184,79.4328234724281,14.1253754462275,1.23026877081238,40.1500541415889,39.2827691852478,"Evergreen"
"Persoonia levis","E","S",10.9647819614319,114.815362149688,14.7910838816821,1.31825673855641,57.5501453621164,57.2652164433302,"Evergreen"
"Persoonia linearis","E","T",28.1838293126445,501.187233627272,14.7910838816821,0.891250938133746,253.897367867174,247.289744379507,"Evergreen"
"Persoonia saccata","E","S",34.6736850452532,102.329299228075,15.4881661891248,1.94984459975805,53.4492311190634,48.8800680747396,"Evergreen"
"Petrophile linearis","E","S",5.24807460249773,131.825673855641,9.18061754222427,1.86208713666287,67.5554525138154,64.2702210160977,"Evergreen"
"Philotheca difformis","E","S",1.99526231496888,138.038426460289,10,0.891250938133746,67.7055645295553,70.3328478338212,"Evergreen"
"Phyllota phylicoides","E","S",12.0226443461741,95.4992586021436,13.5791284152681,1.94984459975805,49.7709109562155,45.7283391902457,"Evergreen"
"Picea engelmanii","E","T",89.1250938133745,128.824955169313,18.6208713666287,1.62181009735893,66.7776328458828,62.0473039408408,"Evergreen"
"Picea glauca","E","T",41.6869383470336,181.970085860998,8.31763771102671,0.794328234724281,86.4088884812587,95.5611968470359,"Evergreen"
"Pimelea linifolia","E","S",24.5470891568503,30.9029543251359,8.51138038202377,1.14815362149688,15.3158117291067,15.5871425896661,"Evergreen"
"Pimelea microcephala","E","S",20.8929613085404,158.531335813571,7.58577575029184,1.12201845430196,76.6743838464614,81.8569499071401,"Evergreen"
"Pinus banksiana","E","T",40.7380277804113,125.892541179417,4.07380277804113,1.47910838816821,60.2841060118287,65.6084351642368,"Evergreen"
"Pinus flexilis","E","T",3.98107170553497,154.881661891248,7.76247116628692,3.71535229097173,77.1606990902164,77.7209602640178,"Evergreen"
"Pinus palustris","E","T",56.2341325190349,122.272053936742,18.6208713666287,1.09647819614319,62.1011004245825,60.1709527767339,"Evergreen"
"Pinus rigida","E","T",39.8107170553497,120.226443461741,16.6283625282055,1,59.8967813510947,60.3296620351225,"Evergreen"
"Pinus serotina","E","T",13.1825673855641,115.681928269994,8.91250938133745,1.51356124843621,58.2322474147203,57.4496781910041,"Evergreen"
"Pinus strobus","E","T",10.2329299228075,112.201845430196,19.4984459975805,1.38038426460288,57.5140773591111,54.6877680506214,"Evergreen"
"Pinus sylvestris","E","T",15.8489319246111,81.2830516164099,6.76082975391982,2.08929613085404,41.7278924131829,39.5551587127312,"Evergreen"
"Poa pratensis","U","G",38.0189396320561,44.6683592150963,6.45654229034656,1.20226443461741,21.7320735644963,22.9362853634521,"Unclassified"
"Podocarpus nubigena","E","T",3.46736850452532,154.881661891248,13.8038426460288,1.20226443461741,77.6471493219425,77.2345106882408,"Evergreen"
"Podocarpus saligna","E","T",7.58577575029184,331.131121482591,11.2201845430196,1.94984459975805,171.163521850738,159.967592591561,"Evergreen"
"Podophyllum peltatum","U","H",22.3872113856834,123.026877081238,20.4173794466953,1.65958690743756,64.8378038528021,58.1890556276916,"Unclassified"
"Pomaderris ferruginea","E","S",19.4984459975805,147.910838816821,6.60693448007596,2.18776162394955,73.3010831673449,74.6097547789691,"Evergreen"
"Populus deltoides","D","T",28.8403150312661,158.489319246111,10,1.58489319246111,80.54360295691,77.9457131642441,"Deciduous"
"Populus fremontii","U","T",29.5120922666639,281.838293126445,26.3026799189538,1.47910838816821,149.174862954761,132.663392576704,"Unclassified"
"Populus tremuloides","D","T",17.203510428574,73.3508020162128,6.02559586074358,1.41253754462275,36.5407395730831,36.8100519156844,"Deciduous"
"Prosopis glandulosa","U","T",33.1131121482591,58.3067937859553,27.5422870333817,0.794328234724281,30.2103891692512,28.0963919817527,"Unclassified"
"Protium sp1","E","T",5.01187233627272,257.039578276886,9.54992586021436,1.28824955169313,127.197227437782,129.842346908269,"Evergreen"
"Protium sp2","E","T",30.3998818265947,158.489319246111,15.1356124843621,0.602559586074358,77.3006467409302,81.1886716057427,"Evergreen"
"Prumnopitys andina","E","T",26.9153480392692,226.625405668854,16.2181009735893,2.23872113856834,118.881093571811,107.744311206593,"Evergreen"
"Psychrophila leptosepala","U","H",1.99526231496888,95.4992586021436,10.471285480509,1.77827941003892,49.9434570725953,45.5557960658108,"Unclassified"
"Pterocaulon pycnostachyum","U","H",77.6247116628692,281.838293126445,7.10950672831674,1.47910838816821,140.359095712871,141.479197244715,"Unclassified"
"Pultenea daphnoides","E","S",20.8929613085404,133.360981057403,12.8824955169313,2.57039578276886,70.0581752181229,63.302740308404,"Evergreen"
"Pultenea flexilis","E","S",11.461975519794,457.088189614875,13.8038426460288,1.25892541179417,227.554473174366,229.533679750948,"Evergreen"
"Quercus coccinea","D","T",8.12830516164099,83.1763771102671,11.7489755493953,0.562341325190349,41.1005128290199,42.0758469005608,"Deciduous"
"Quercus ellipsoidalis","U","T",5.49540873857625,30.9029543251359,7.07945784384138,0.977237220955811,14.5847187469735,16.3182351380354,"Unclassified"
"Quercus laevis","D","T",8.7096358995608,151.356124843621,11.2231590882003,0.870963589956081,75.4713670785882,75.8847577598764,"Deciduous"
"Quercus virginia var geminata","U","T",16.9824365246174,109.909527361014,14.1253754462275,0.873864476177872,53.2961899635569,56.6133373649388,"Unclassified"
"Regelia ciliata","E","S",13.1825673855641,104.71285480509,14.4543977074593,0.645654229034656,52.103430467491,52.6094229683737,"Evergreen"
"Rhododendron maximum","E","T",6.02559586074358,223.872113856834,14.4543977074593,3.09029543251359,116.425788681789,107.446319917642,"Evergreen"
"Robinia pseudoacacia","D","T",9.77237220955811,150.109718098091,14.4543977074593,2.88479607896542,79.4611321367487,70.6485850518947,"Deciduous"
"Rudbeckia serotina","U","H",14.7910838816821,81.2830516164099,13.8038426460288,3.38844156139203,41.6718361346889,39.611215467651,"Unclassified"
"Salix glauca","D","T",23.9883291901949,91.201083935591,14.7910838816821,0.977237220955811,44.6485205580602,46.552563260373,"Deciduous"
"Salix planifolia","U","T",9.33254300796991,102.329299228075,12.0226443461741,0.645654229034656,50.4355543969003,51.8937428811235,"Unclassified"
"Sanguinaria canadensis","U","H",7.07945784384138,93.3254300796991,12.8824955169313,0.596649334835271,46.6130415723796,46.7123882366633,"Unclassified"
"Santalum acuminatum","E","T",14.7910838816821,21.3796208950223,8.51138038202377,0.478630092322638,10.5330296481107,10.8465909416356,"Evergreen"
"Saxegothaea conspicua","E","T",1.86653157185913,58.8843655355589,8.7096358995608,0.990191424423945,28.5708017393607,30.3135637688394,"Evergreen"
"Schizachyrium scoparium","U","G",16.6134701060524,128.824955169313,9.1201083935591,1.25892541179417,62.9204593874665,65.9044956303925,"Unclassified"
"Scholtzia involucrata","E","S",37.1535229097173,169.824365246174,12.8824955169313,1.02329299228075,82.8852354223364,86.939129453401,"Evergreen"
"Senna artemisioides 1lft","E","S",5.75439937337157,147.910838816821,5.88843655355589,1.38038426460288,71.8432255923195,76.0676107152794,"Evergreen"
"Senna artemisioides 3lft","E","S",11.7489755493953,83.1763771102671,8.31763771102671,3.23593656929628,41.5824191537433,41.5939560010802,"Evergreen"
"Silphium integrifolium","U","H",5.01187233627272,70.7945784384138,6.91830970918936,1.43657137207712,34.8018827688692,35.9926956077899,"Unclassified"
"Silphium terebinthinaceum","U","H",5.12861383991365,457.088189614875,10.6100922715098,1.09647819614319,225.717875996221,231.37031347233,"Unclassified"
"Solanum ferocissium","E","S",3.01995172040202,93.3254300796991,9.77237220955811,1.86208713666287,46.6768777752519,46.6485522697389,"Evergreen"
"Solanum straminifolia","U","T",22.9086765276777,120.226443461741,6.16595001861482,1.25892541179417,58.83846610565,61.3879772094827,"Unclassified"
"Solidago rigida","U","H",8.31763771102671,39.8107170553497,7.94328234724282,1.34896288259165,19.9785280697807,19.8321864101685,"Unclassified"
"Sorghastrum nutans","U","G",1.99526231496888,167.891527994965,6.76082975391982,1.25892541179417,82.5412993625559,85.3502281225059,"Unclassified"
"Spartothamnella puberula","E","S",104.71285480509,93.3254300796991,6.45654229034656,0.851138038202376,44.215087317794,49.1103420076892,"Evergreen"
"Stirlingia latifolia","E","S",43.6515832240166,154.881661891248,21.8776162394955,0.954992586021436,78.5801287397245,76.3015315005503,"Evergreen"
"Syncarpia glomulifera","E","T",6.91830970918936,87.0963589956081,18.1970085860998,2.34422881531992,45.8049680141347,41.29138324456,"Evergreen"
"Synoum glandulosum","E","T",3.01995172040202,194.984459975805,7.94328234724282,1.20226443461741,95.6171983555288,99.3672616005372,"Evergreen"
"Taxodium distichum","U","T",36.3078054770101,223.872113856834,6.75843526982924,0.897164117362141,103.591659081249,120.280454342305,"Unclassified"
"Tsuga canadensis","E","T",6.30957344480193,331.131121482591,6.16595001861482,0.616595001861482,152.603753578071,178.527353847521,"Evergreen"
"Urera caracasana","D","T",1.69941645950975,160.004256160643,6.16595001861482,0.316227766016838,74.3911542901482,85.6130880370834,"Deciduous"
"Vaccinium arboreum","U","S",2.0451477162568,131.825673855641,6.45654229034656,0.891250938133746,64.0484560538224,67.7772129953935,"Unclassified"
"Vaccinium corymbosum","U","S",3.98107170553497,288.403150312661,6.16595001861482,0.776247116628692,134.909198385471,153.493951925429,"Unclassified"
"Vaccinium myrtillus","D","S",36.3078054770101,363.078054770101,12.0226443461741,0.91201083935591,174.752617255893,188.32542264446,"Deciduous"
"Veratrum parviflorum","U","H",4.57088189614875,79.4328234724281,16.2181009735893,0.616595001861482,39.7896094578315,39.6432132342836,"Unclassified"
"Verticordia nitens","E","S",0.933254300796991,128.824955169313,11.7489755493953,1.02329299228075,64.2350398846305,64.5898965057108,"Evergreen"
"Vismia japurensis","U","T",28.8403150312661,75.8577575029184,10,1.44543977074593,38.127861354071,37.7298961324658,"Unclassified"
"Vismia lauriformis","U","T",6.16595001861482,177.827941003892,6.91830970918936,2.69153480392692,88.3230313508581,89.5048992323226,"Unclassified"
"Xanthorrhoea preissii","E","S",26.9153480392692,131.825673855641,8.12830516164099,1.58489319246111,65.332946908622,66.4927269197375,"Evergreen"
"Xylomelum pyriforme","E","T",29.5120922666639,69.1830970918937,14.7910838816821,1.76363540766109,35.7263502202077,33.4567467050997,"Evergreen"
